Time,Mesh_Current
38:27.9,54317
38:28.9,54295
38:29.9,54337
38:30.9,54320
38:31.9,54329
38:32.9,54331
38:33.9,54314
38:34.9,54317
38:35.9,54324
38:36.9,54318
38:37.9,54337
38:38.9,54332
38:39.9,54333
38:40.9,54326
38:41.9,54297
38:42.9,54554
38:43.9,54561
38:44.9,54541
38:45.9,54545
38:46.9,54556
38:47.9,54534
38:48.9,54509
38:49.9,54534
38:50.9,54524
38:51.9,54526
38:52.9,54513
38:53.9,54515
38:54.9,54517
38:55.9,54493
38:56.9,54513
38:57.9,54501
38:58.9,54469
38:59.9,54479
39:00.9,54484
39:01.9,54480
39:02.9,54494
39:03.9,54469
39:04.9,54476
39:05.9,54487
39:06.9,54451
39:07.9,54452
39:08.9,54450
39:09.9,54446
39:10.9,54467
39:11.9,54440
39:12.9,54428
39:13.9,54450
39:14.9,54441
39:15.9,54417
39:16.9,54447
39:17.9,54407
39:18.9,54418
39:19.9,54425
39:20.9,54398
39:21.9,54397
39:22.9,54384
39:23.9,54396
39:24.9,54413
39:25.9,54384
39:26.9,54361
39:27.9,54391
39:28.9,54376
39:29.9,54345
39:30.9,54367
39:31.9,54333
39:32.9,54341
39:33.9,54337
39:34.9,54346
39:35.9,54360
39:36.9,54318
39:37.9,54337
39:38.9,54361
39:39.9,54339
39:40.9,54330
39:41.9,54241
39:42.9,54454
39:43.9,54451
39:44.9,54454
39:45.9,54436
39:46.9,54458
39:47.9,54418
39:48.9,54445
39:49.9,54441
39:50.9,54438
39:51.9,54434
39:52.9,54433
39:53.9,54440
39:54.9,54455
39:55.9,54431
39:56.9,54441
39:57.9,54427
39:58.9,54420
39:59.9,54429
40:00.9,54430
40:01.9,54427
40:02.9,54428
40:03.9,54448
40:04.9,54438
40:05.9,54466
40:06.9,54436
40:07.9,54439
40:08.9,54470
40:09.9,54431
40:10.9,54443
40:11.9,54434
40:12.9,54422
40:13.9,54443
40:14.9,54416
40:15.9,54408
40:16.9,54395
40:17.9,54397
40:18.9,54415
40:19.8,54449
40:20.8,54375
40:21.8,54384
40:22.8,54400
40:23.8,54381
40:24.8,54400
40:25.8,54392
40:26.8,54392
40:27.8,54394
40:28.8,54383
40:29.8,54371
40:30.8,54396
40:31.8,54384
40:32.8,54354
40:33.8,54387
40:34.8,54367
40:35.8,54374
40:36.8,54392
40:37.8,54360
40:38.8,54374
40:39.8,54351
40:40.8,54357
40:41.8,54397
40:42.8,54330
40:43.8,54340
40:44.8,54356
40:45.8,54358
40:46.8,54368
40:47.8,54353
40:48.8,54353
40:49.8,54355
40:50.8,54341
40:51.8,54319
40:52.8,54353
40:53.8,54300
40:54.8,54285
40:55.8,54309
40:56.8,54281
40:57.8,54308
40:58.8,54288
40:59.8,54272
41:00.8,54303
41:01.8,54260
41:02.8,54277
41:03.8,54292
41:04.8,54272
41:05.8,54277
41:06.8,54300
41:07.8,54269
41:08.8,54269
41:09.8,54319
41:10.8,54286
41:11.8,54291
41:12.8,54281
41:13.8,54284
41:14.8,54280
41:15.8,54322
41:16.8,54301
41:17.8,54318
41:18.8,54302
41:19.8,54273
41:20.8,54290
41:21.8,54273
41:22.8,54284
41:23.8,54291
41:24.8,54277
41:25.8,54278
41:26.8,54299
41:27.8,54290
41:28.8,54298
41:29.8,54299
41:30.8,54302
41:31.8,54318
41:32.8,54309
41:33.8,54285
41:34.8,54306
41:35.8,54291
41:36.8,54280
41:37.8,54303
41:38.8,54268
41:39.8,54291
41:40.8,54264
41:41.8,54253
41:42.8,54244
41:43.8,54469
41:44.8,54495
41:45.8,54480
41:46.8,54468
41:47.8,54454
41:48.8,54478
41:49.8,54466
41:50.8,54460
41:51.8,54422
41:52.8,54458
41:53.8,54455
41:54.8,54419
41:55.8,54440
41:56.8,54424
41:57.8,54397
41:58.8,54414
41:59.8,54391
42:00.8,54395
42:01.8,54400
42:02.8,54369
42:03.8,54375
42:04.8,54376
42:05.8,54342
42:06.8,54354
42:07.8,54375
42:08.8,54333
42:09.8,54353
42:10.8,54340
42:11.8,54339
42:12.8,54333
42:13.8,54321
42:14.8,54341
42:15.8,54360
42:16.8,54314
42:17.8,54346
42:18.8,54361
42:19.8,54346
42:20.8,54343
42:21.8,54321
42:22.8,54303
42:23.8,54337
42:24.8,54292
42:25.8,54318
42:26.8,54321
42:27.8,54322
42:28.8,54301
42:29.8,54314
42:30.8,54287
42:31.8,54289
42:32.8,54301
42:33.8,54303
42:34.8,54288
42:35.8,54274
42:36.8,54270
42:37.8,54301
42:38.8,54253
42:39.8,54251
42:40.8,54270
42:41.8,54259
42:42.8,54190
42:43.8,54508
42:44.8,54489
42:45.8,54520
42:46.8,54485
42:47.8,54488
42:48.8,54508
42:49.8,54484
42:50.8,54467
42:51.8,54501
42:52.8,54495
42:53.8,54466
42:54.8,54460
42:55.8,54463
42:56.8,54466
42:57.8,54443
42:58.8,54459
42:59.8,54489
43:00.8,54462
43:01.8,54442
43:02.8,54456
43:03.8,54459
43:04.8,54470
43:05.8,54450
43:06.8,54440
43:07.8,54438
43:08.8,54427
43:09.8,54431
43:10.8,54451
43:11.8,54426
43:12.8,54424
43:13.8,54418
43:14.8,54425
43:15.8,54452
43:16.8,54423
43:17.8,54412
43:18.8,54392
43:19.8,54409
43:20.8,54416
43:21.8,54441
43:22.8,54406
43:23.8,54428
43:24.8,54434
43:25.8,54403
43:26.8,54435
43:27.8,54421
43:28.8,54411
43:29.8,54436
43:30.8,54404
43:31.8,54435
43:32.7,54443
43:33.7,54425
43:34.7,54454
43:35.7,54440
43:36.7,54437
43:37.7,54432
43:38.7,54440
43:39.7,54443
43:40.7,54433
43:41.7,54441
43:42.7,54407
43:43.7,54452
43:44.7,54434
43:45.7,54440
43:46.7,54441
43:47.7,54416
43:48.7,54420
43:49.7,54430
43:50.7,54416
43:51.7,54412
43:52.7,54397
43:53.7,54401
43:54.7,54436
43:55.7,54403
43:56.7,54421
43:57.7,54400
43:58.7,54405
43:59.7,54412
44:00.7,54413
44:01.7,54400
44:02.7,54427
44:03.7,54401
44:04.7,54431
44:05.7,54422
44:06.7,54395
44:07.7,54417
44:08.7,54435
44:09.7,54415
44:10.7,54441
44:11.7,54434
44:12.7,54416
44:13.7,54439
44:14.7,54414
44:15.7,54403
44:16.7,54448
44:17.7,54421
44:18.7,54411
44:19.7,54429
44:20.7,54405
44:21.7,54422
44:22.7,54411
44:23.7,54409
44:24.7,54438
44:25.7,54400
44:26.7,54402
44:27.7,54419
44:28.7,54380
44:29.7,54416
44:30.7,54392
44:31.7,54384
44:32.7,54385
44:33.7,54402
44:34.7,54391
44:35.7,54428
44:36.7,54378
44:37.7,54407
44:38.7,54439
44:39.7,54412
44:40.7,54411
44:41.7,54412
44:42.7,54359
44:43.7,54518
44:44.7,54482
44:45.7,54499
44:46.7,54476
44:47.7,54447
44:48.7,54466
44:49.7,54455
44:50.7,54451
44:51.7,54452
44:52.7,54417
44:53.7,54404
44:54.7,54433
44:55.7,54395
44:56.7,54388
44:57.7,54411
44:58.7,54366
44:59.7,54380
45:00.7,54378
45:01.7,54375
45:02.7,54367
45:03.7,54366
45:04.7,54349
45:05.7,54371
45:06.7,54366
45:07.7,54338
45:08.7,54378
45:09.7,54345
45:10.7,54332
45:11.7,54362
45:12.7,54319
45:13.7,54330
45:14.7,54339
45:15.7,54331
45:16.7,54347
45:17.7,54300
45:18.7,54300
45:19.7,54325
45:20.7,54299
45:21.7,54283
45:22.7,54286
45:23.7,54287
45:24.7,54286
45:25.7,54287
45:26.7,54301
45:27.7,54294
45:28.7,54263
45:29.7,54288
45:30.7,54306
45:31.7,54290
45:32.7,54288
45:33.7,54320
45:34.7,54276
45:35.7,54315
45:36.7,54277
45:37.7,54314
45:38.7,54314
45:39.7,54286
45:40.7,54292
45:41.7,54297
45:42.7,54250
45:43.7,54386
45:44.7,54380
45:45.7,54366
45:46.7,54375
45:47.7,54370
45:48.7,54364
45:49.7,54409
45:50.7,54361
45:51.7,54357
45:52.7,54370
45:53.7,54351
45:54.7,54367
45:55.7,54383
45:56.7,54371
45:57.7,54362
45:58.7,54359
45:59.7,54352
46:00.7,54377
46:01.7,54346
46:02.7,54329
46:03.7,54344
46:04.7,54324
46:05.7,54319
46:06.7,54340
46:07.7,54307
46:08.7,54343
46:09.7,54351
46:10.7,54344
46:11.7,54317
46:12.7,54333
46:13.7,54297
46:14.7,54301
46:15.7,54322
46:16.7,54303
46:17.7,54306
46:18.7,54309
46:19.7,54321
46:20.7,54308
46:21.7,54303
46:22.7,54287
46:23.7,54307
46:24.7,54303
46:25.7,54322
46:26.7,54308
46:27.7,54303
46:28.7,54297
46:29.7,54317
46:30.7,54302
